Score,Source IP,Destination IP,Connections,Avg Bytes,Intvl Range,Size Range,Top Intvl,Top Size,Top Intvl Count,Top Size Count,Intvl Skew,Size Skew,Intvl Dispersion,Size Dispersion
0.711,192.168.23.89,101.33.32.54,46,129,157,1900,127,88,8,45,0.636364,0,3,0
0.711,192.168.23.89,106.12.172.184,35,166,180,1848,205,88,5,29,-0.6,0,4,0
0.711,203.129.207.98,192.168.23.89,222,35,1532,1449,3,0,24,172,0.407407,0,10,0
0.71,176.111.173.19,192.168.23.89,44,262,685759,332,2,289,18,16,0,0.454545,1,8
0.71,51.81.175.112,192.168.23.89,252,583,338215,49590,1,0,46,172,0.714286,0,1,0
0.71,51.81.0.0,192.168.23.89,232,14,173373,40,1,0,55,162,0.714286,0,1,0
0.71,192.168.23.89,157.7.233.185,49,216,213,2152,182,88,4,46,-0.473684,0,8,0
0.71,106.12.172.184,192.168.23.89,43,185,2153,1877,205,60,5,30,-0.478261,0,8,0
0.709,218.92.0.175,192.168.23.89,156,104,961488,2899,1,0,21,93,0.52,0,7,0
0.709,223.171.46.146,192.168.23.89,23,1351,2408,68,1184,1345,4,17,-0.428571,0,9,0
0.709,34.204.191.179,192.168.23.89,32,80,73,11,1,84,3,22,0.411765,0,10,0
0.709,213.6.203.226,192.168.23.89,64,150,579,1861,189,60,4,43,-0.25,0,15,0
0.708,35.172.223.151,192.168.23.89,32,80,72,11,1,84,3,22,0.388889,0,11,0
0.707,192.168.23.89,212.64.102.106,43,244,219,1852,190,88,3,28,0.52381,0,7,0
0.706,121.4.44.86,192.168.23.89,133,157,985,1789,377,60,6,89,0.0697674,0,21,0
0.706,192.168.23.89,124.239.148.87,47,191,53501,1600,197,88,4,34,-0.363636,0,12,0
0.706,192.168.23.89,61.177.125.242,41,225,262,1928,201,88,3,35,0.363636,0,12,0
0.706,45.153.160.2,192.168.23.89,59,119,415842,1899,1,73,6,24,0.25,0,9,7
0.706,81.68.155.143,192.168.23.89,41,177,783,1457,250,60,7,30,-0.6,0,5,0
0.705,209.97.145.173,192.168.23.89,74,228,986,2045,148,60,7,52,-0.571429,0,6,0
0.705,106.124.139.161,192.168.23.89,53,160,615,1281,153,60,4,40,0.307692,0,14,0
0.704,79.159.139.55,192.168.23.89,36,91,144762,672,8,0,8,23,0.515152,0,8,0
0.704,192.95.21.167,192.168.23.89,49,21,66,40,1,0,13,30,0.714286,0,2,0
0.703,3.229.130.143,192.168.23.89,31,80,68,11,1,84,1,22,0.219512,0,17,0
0.701,191.96.202.65,192.168.23.89,29,23,15,40,1,0,3,17,-0.666667,0,4,0
0.7,106.12.205.149,192.168.23.89,112,294,790911,2293,182,60,7,80,-0.333333,0,14,0
0.7,45.227.254.10,192.168.23.89,117,237,10802,2172,10712,60,4,90,-0.0697674,0,22,0
0.7,61.177.125.242,192.168.23.89,59,282,778,1525,6,60,3,35,-0.3,0,15,0
0.7,80.11.234.73,192.168.23.89,44,292,1305,1549,282,60,6,27,-0.666667,0,4,0
0.7,192.168.23.89,106.54.65.139,43,179,1157,1628,208,88,5,26,-0.6,0,6,0
0.699,35.168.111.162,192.168.23.89,31,80,72,11,1,84,3,22,0.473684,0,10,0
0.698,222.187.238.87,192.168.23.89,314,241,101952,2455,6,0,46,212,0.548387,0,8,0
0.698,222.187.239.31,192.168.23.89,242,238,544849,2307,6,0,26,155,0.548387,0,8,0
0.698,185.18.6.65,192.168.23.89,78,200,1140,1929,160,60,7,56,-0.615385,0,6,0
0.698,45.61.142.21,192.168.23.89,23,55,89,40,2,40,5,18,0.75,0,2,0
0.697,192.168.23.89,142.44.160.40,50,210,191,2072,169,88,5,47,0.517241,0,9,0
0.696,18.206.177.73,192.168.23.89,64,78,245,7,1,80,6,53,0.26087,0,17,0
0.696,23.129.64.226,192.168.23.89,39,241,465925,1733,11,52,5,22,0.52381,0,9,0
0.695,145.102.6.114,192.168.23.89,52,75,518915,7,1,73,6,32,0.764706,0,2,0
0.695,128.138.129.16,192.168.23.89,48,10,128,40,1,0,5,36,0.6,0,7,0
0.695,122.226.182.215,192.168.23.89,84,12,129228,48,7,0,18,63,0.6,0,7,0
0.695,3.238.85.22,192.168.23.89,31,80,70,11,1,84,2,22,0.5,0,10,0
0.695,18.232.188.30,192.168.23.89,31,80,95,11,1,84,3,22,0.5,0,10,0
0.695,108.167.140.117,192.168.23.89,48,11,10514,40,1,0,6,35,-0.666667,0,5,0
0.695,192.168.23.89,49.233.63.23,78,176,171,2084,111,88,14,65,0.666667,0,5,0
0.695,66.150.164.180,192.168.23.89,31,15,25,40,1,0,7,21,-0.666667,0,5,0
0.695,147.135.31.119,192.168.23.89,27,35,70,40,1,40,4,18,0.6,0,7,0
0.695,205.134.190.58,192.168.23.89,25,84,28,26,1,73,1,14,0,0,25,0
0.694,192.168.23.89,106.124.139.161,45,136,172,1412,153,88,4,38,-0.44,0,12,0
0.694,34.238.191.60,192.168.23.89,31,80,74,11,1,84,1,22,0.272727,0,17,0
0.693,218.92.0.145,192.168.23.89,111,95,968556,1911,5,0,11,72,0.444444,0,12,0
0.693,35.205.46.98,192.168.23.89,48,10,191246,40,8,0,14,36,0.777778,0,2,0
0.693,35.172.136.225,192.168.23.89,31,80,83,11,1,84,3,22,0.512195,0,10,0
0.693,80.82.77.19,192.168.23.89,84,10,27170,40,8,0,22,63,0.777778,0,2,0
0.692,67.231.208.235,192.168.23.89,31,76,604938,7,1,73,4,16,0.818182,0,1,0
0.692,124.239.148.87,192.168.23.89,56,286,53661,1777,192,60,4,34,-0.416667,0,13,0
0.692,192.168.23.89,80.79.158.29,47,88,220,0,195,88,6,47,-0.652174,0,6,0
0.691,200.196.249.170,192.168.23.89,68,1296,5178,1493,1214,1345,4,50,0.272727,0,17,0
0.691,3.236.10.255,192.168.23.89,31,80,59,11,1,84,2,22,0.291667,0,17,0
0.691,3.238.125.216,192.168.23.89,32,80,73,11,1,84,3,22,0.52381,0,10,0
0.691,192.168.23.89,103.55.62.78,48,131,334,1548,173,88,5,46,0.625,0,7,0
0.691,3.235.40.177,192.168.23.89,32,80,75,11,1,84,3,22,0.488372,0,11,0
0.69,192.168.23.89,45.227.254.10,93,114,32236,1356,10712,88,4,90,-0.128205,0,22,0
0.689,138.246.253.5,192.168.23.89,469,75,77566,13,1,73,71,153,0.6,0.142857,1,3
0.689,51.161.53.128,192.168.23.89,45,32,2485,40,1,40,11,24,0.833333,0,1,0
0.689,58.33.160.139,192.168.23.89,52,225,375,1977,170,60,5,40,-0.6,0,8,0
0.689,125.46.81.106,192.168.23.89,65,110,382,1705,137,60,6,47,-0.636364,0,7,0
0.689,87.184.40.174,192.168.23.89,42,178,1104,1465,7,60,6,28,-0.733333,0,4,0
0.688,3.236.149.110,192.168.23.89,31,80,73,11,1,84,2,22,0.306122,0,17,0
0.687,192.168.23.89,61.155.209.51,42,221,570,1848,164,88,3,34,0.515152,0,11,0
0.687,54.38.53.84,192.168.23.89,57,180,930,1853,155,60,8,46,-0.75,0,4,0
0.686,209.131.150.208,192.168.23.89,133,77,347206,8,1,80,12,77,0.785714,0,3,0
0.686,66.185.118.242,192.168.23.89,55,75,173414,15,1,73,2,29,0.818182,0,2,0
0.685,66.185.118.244,192.168.23.89,27,75,539075,11,1,73,2,14,0.857143,0,1,0
0.684,222.187.232.213,192.168.23.89,126,293,67574,2387,6,0,15,65,0.636364,0,8,0
0.684,165.232.136.87,192.168.23.89,24,293,26,2771,22,60,6,15,-0.833333,0,2,0
0.684,129.28.189.53,192.168.23.89,53,211,1353,1933,12,60,3,27,-0.6,0,9,0
0.682,218.92.0.172,192.168.23.89,191,82,963972,2703,1,0,24,129,0.677419,0,7,0
0.682,218.92.0.133,192.168.23.89,428,92,529244,2095,1,0,67,268,0.647059,0,8,0
0.682,156.154.78.146,192.168.23.89,23,74,173850,11,1,73,2,17,0.875,0,1,0
0.682,51.195.148.76,192.168.23.89,37,11,246782,40,1,0,5,27,-0.714286,0,6,0
0.682,5.101.166.22,192.168.23.89,37,11,14,40,1,0,2,27,-0.714286,0,6,0
0.682,188.131.163.236,192.168.23.89,56,204,1002,1669,214,60,5,36,-0.68,0,7,0
0.682,49.234.43.248,192.168.23.89,53,169,454,2061,170,60,4,36,0.609756,0,9,0
0.682,119.45.60.62,192.168.23.89,63,153,410,1553,138,60,5,39,-0.741935,0,5,0
0.681,218.92.0.184,192.168.23.89,192,106,966089,2095,1,0,23,113,0.6875,0,7,0
0.681,156.154.78.145,192.168.23.89,33,75,827076,7,1,73,4,23,0.882353,0,1,0
0.681,141.98.248.56,192.168.23.89,84,1422,5959,1622,5,1570,4,49,0.263158,0,19,0
0.681,3.237.29.0,192.168.23.89,27,77,37,7,1,80,3,17,0.882353,0,1,0
0.681,194.125.251.95,192.168.23.89,24,10,4804,40,1,0,5,18,-0.714286,0,6,0
0.681,213.32.62.215,192.168.23.89,25,12,15,40,1,0,2,18,-0.714286,0,6,0
0.681,128.220.192.230,192.168.23.89,27,14,14,40,1,0,2,18,-0.714286,0,6,0
0.681,106.54.65.139,192.168.23.89,53,173,1324,1785,207,60,5,27,-0.647059,0,8,0
0.681,192.168.23.89,47.245.35.63,48,88,19587,0,172,88,6,48,0.647059,0,8,0
0.679,45.76.14.132,192.168.23.89,60,76,374879,18,1,73,7,33,0.894737,0,1,0
0.679,192.168.23.89,113.53.238.195,79,261,184,2340,100,88,7,50,0.69697,0,7,0
0.679,23.129.64.220,192.168.23.89,21,221,583522,1049,7,52,3,12,0.764706,0,5,0
0.678,218.92.0.158,192.168.23.89,159,122,967683,2047,1,0,25,86,0.705882,0,7,0
0.678,154.221.26.69,192.168.23.89,21,1284,4529,1153,1074,1345,2,15,-0.448276,0,14,0
0.677,83.41.121.137,192.168.23.89,52,90,354468,968,8,0,10,37,0.644444,0,9,0
0.677,156.154.76.144,192.168.23.89,59,76,189266,12,1,73,5,29,0.875,0,1,1
0.676,218.92.0.185,192.168.23.89,471,84,523883,2243,1,0,48,324,0.6875,0,8,0
0.676,145.102.6.127,192.168.23.89,39,74,259721,8,1,73,5,16,0.882353,0,1,1
0.676,199.195.251.205,192.168.23.89,31,221,62,1947,44,60,3,19,-0.647059,0,9,0
0.674,192.168.23.89,175.24.119.184,60,229,784106,1668,242,88,6,45,0.555556,0,12,0
0.673,192.168.23.89,106.12.215.238,46,211,238,2044,191,88,3,43,-0.6,0,11,0
0.673,35.199.97.42,192.168.23.89,53,173,1130,1285,161,60,4,45,-0.6,0,11,0
0.671,45.13.58.188,192.168.23.89,23,50,66079,80,8,40,3,13,0.777778,0,6,0
0.671,192.168.23.89,45.163.140.146,43,126,274,1192,192,88,3,40,0.677419,0,9,0
0.671,45.163.140.146,192.168.23.89,55,162,1239,1501,192,60,3,40,0.411765,0,17,0
0.671,192.168.23.89,137.116.224.184,44,435,282,2204,184,352,4,40,0.769231,0,6,0
0.67,192.168.23.89,97.113.95.12,19750,354,842,2932,1,0,1611,19460,-0.959866,0,6,0
0.67,3.239.2.164,192.168.23.89,31,80,69,11,1,84,2,22,-0.416667,0,17,0
0.67,192.168.23.89,192.223.30.118,30,0,8376,0,16,0,4,30,-0.75,0,7,0
0.67,192.168.23.89,103.45.118.25,78,153,150543,1260,162,88,5,72,0.513514,0,14,0
0.669,42.192.95.184,192.168.23.89,107,173,843,1617,113,60,8,57,-0.821429,0,5,0
0.669,3.234.217.35,192.168.23.89,31,80,73,11,1,84,2,22,0.423729,0,17,0
0.668,192.168.23.89,121.4.44.86,110,155,641,1984,377,88,7,89,0.361702,0,19,0
0.667,192.168.23.89,213.248.216.1,33,540,735834,52,51044,0,1,22,0,0,68424,0
0.667,192.168.23.89,103.49.80.1,60,539,397799,52,92131,0,1,40,0,0,166322,0
0.667,74.125.186.65,192.168.23.89,376,83,15599,30,300,87,16,219,0.000666667,0,1499,0
0.667,192.168.23.89,205.173.180.23,26,124,676471,0,12529,0,1,26,0,0,245923,0
0.667,162.88.101.4,192.168.23.89,130,77,145500,10,4201,76,2,104,-0.000148779,0,16806,0
0.667,192.168.23.89,104.47.4.8,22,293,145208,0,168690,0,1,22,0,0,40430,0
0.667,192.168.23.89,194.109.9.8,30,123,418304,0,71626,0,1,30,0,0,96418,0
0.667,192.168.23.89,54.77.180.64,28,123,435388,0,2200,0,1,28,0,0,330254,0
0.667,192.168.23.89,185.136.97.99,31,396,406871,0,181018,0,1,31,0,0,64570,0
0.667,12.121.116.216,192.168.23.89,22,75,605490,8,1,73,1,12,0,0,181303,0
0.667,178.154.168.197,192.168.23.89,21,74,327213,7,1,76,1,11,0,0,75453,0
0.667,213.173.72.3,192.168.23.89,21,74,640043,7,1,73,1,18,0,0,278153,0
0.667,155.4.48.91,192.168.23.89,46,73,103818,0,1,73,2,46,0,0,42237,0
0.667,192.168.23.89,2.22.230.67,25,87,368833,0,81809,0,1,25,0,0,165691,0
0.666,192.168.23.89,95.100.175.65,57,107,117047,0,2421,0,1,57,-0.00634633,0,29415,0
0.665,192.168.23.89,199.9.14.201,219,437,217727,0,1,0,4,219,-0.0122482,0,32360,0
0.665,192.168.23.89,3.220.32.97,107,85,85889,0,1,0,1,107,0.0160941,0,9628,0
0.665,192.168.23.89,185.219.134.156,21,108,174685,0,2499,0,1,21,-0.0124456,0,28147,0
0.665,106.52.31.195,192.168.23.89,172,177,529576,1929,68,60,14,112,0.478261,0,16,0
0.665,185.42.223.27,192.168.23.89,24,10,112,40,1,0,2,18,0.777778,0,7,0
0.665,81.70.96.13,192.168.23.89,126,155,351,1881,81,60,11,71,-0.846154,0,5,0
0.665,192.168.23.89,192.241.169.184,21,276,468,1984,418,88,4,19,0.714286,0,9,0
0.664,192.168.23.89,192.31.80.30,277,518,101680,40,1,0,1,191,0.0186902,0,20256,0
0.664,192.168.23.89,38.124.232.21,50,120,93712,0,1,0,1,50,0.0192501,0,9259,0
0.664,192.168.23.89,74.125.195.26,28,1684,259007,0,15,0,1,28,0.0166538,0,71241,0
0.664,192.168.23.89,162.159.8.55,28,236,213670,0,4744,0,1,28,0.020019,0,44031,0
0.664,192.168.23.89,218.92.0.165,31,356,966131,848,386,264,1,17,-0.0125628,0,1612,0
0.664,192.168.23.89,61.133.232.249,31,433,144680,928,108,352,2,28,-0.0136986,0,222,0
0.664,31.125.91.61,192.168.23.89,166,139,756,1885,8,48,50,94,0.986486,0,1,0
0.663,172.217.46.70,192.168.23.89,412,83,20399,95,300,87,21,249,0.0283333,0,1167,0
0.663,192.168.23.89,108.128.97.198,34,83,232226,0,4550,0,1,34,0.0253407,0,34847,0
0.663,178.154.154.243,192.168.23.89,35,74,289179,7,1,76,1,18,0.025189,0,100081,0
0.663,106.52.148.185,192.168.23.89,88,206,569769,1825,147,60,8,48,-0.890411,0,4,0
0.663,138.68.94.173,192.168.23.89,92,192,780429,1305,127,60,8,64,-0.861111,0,5,0
0.663,172.253.1.2,192.168.23.89,25,83,176147,23,2,84,3,14,0.0218023,0,29148,0
0.663,192.168.23.89,42.193.116.130,110,167,348894,1940,158,88,8,95,-0.0232558,0,43,0
0.663,2.82.166.137,192.168.23.89,72,224,1322,1749,171,60,9,49,-0.891892,0,4,0
0.663,161.35.53.44,192.168.23.89,134,66,788587,40,1,40,29,131,0.627119,0,12,0
0.662,218.92.0.165,192.168.23.89,122,134,958889,2899,1,60,44,81,0.996154,0,1,0
0.662,175.24.190.162,192.168.23.89,128,1258,2231,1325,5,1345,8,78,0.00869565,0,57,0
0.662,63.223.226.138,192.168.23.89,43,77,259939,7,1,80,5,25,0.999559,0,1,0
0.662,192.168.23.89,117.50.64.208,108,162,181,1752,61,88,15,79,0.929825,0,3,0
0.662,192.168.23.89,49.235.231.187,71,144,140,1724,61,88,11,57,0.894737,0,4,0
0.662,103.231.46.197,192.168.23.89,439,29,1241,1449,7,0,56,365,0.833333,0,6,0
0.662,111.47.18.22,192.168.23.89,72,228,1304,1877,163,60,7,49,-0.894737,0,4,0
0.661,156.154.76.146,192.168.23.89,40,74,361964,14,1,73,4,23,0.999989,0,1,0
0.661,192.168.23.89,217.182.183.225,26,135,342783,0,19596,0,1,26,0.0389912,0,79674,0
0.661,68.28.208.217,192.168.23.89,33,75,336247,11,1,73,3,20,0.034935,0,87570,0
0.661,192.168.23.89,118.24.255.210,92,158,565,2076,638,88,5,86,-0.037037,0,40,0
0.661,121.18.88.186,192.168.23.89,67,1347,5173,16,1079,1345,2,57,-0.0151515,0,67,0
0.661,106.38.112.196,192.168.23.89,27,226,2542,1493,8,100,2,14,0.0364964,0,203,0
0.66,192.168.23.89,185.24.64.15,216,431,282245,0,1,0,1,216,0.0448912,0,18842,0
0.66,118.24.255.210,192.168.23.89,168,439,3276,1853,6,60,10,86,-0.0416667,0,48,0
0.66,130.207.129.204,192.168.23.89,23,65,506645,8,1,68,2,8,-0.0129138,0,66083,1
0.66,185.59.139.99,192.168.23.89,75,211,1240,1849,159,60,6,52,-0.873016,0,5,0
0.66,80.79.158.29,192.168.23.89,51,139,287,1389,195,60,6,47,-0.809524,0,7,0
0.66,115.159.157.154,192.168.23.89,70,151,98,1473,96,60,7,37,-0.911765,0,4,0
0.66,192.168.23.89,103.231.46.66,21,205,462,704,63,88,3,11,0.042735,0,58,0
0.659,192.168.23.89,192.26.92.30,198,497,116025,40,1,0,1,137,0.0497458,0,21291,0
0.659,192.168.23.89,81.169.144.140,21,123,700445,0,4760,0,1,21,-0.0490739,0,53465,0
0.659,5.253.25.44,192.168.23.89,70,212,272,1861,170,60,7,49,-0.880952,0,5,0
0.659,46.101.0.212,192.168.23.89,82,208,32483,1929,152,60,10,57,-0.916667,0,4,0
0.659,192.168.23.89,170.106.11.119,144,131,156,2124,211,88,12,141,-0.818182,0,7,0
0.659,188.166.246.158,192.168.23.89,70,216,555,1981,171,60,7,49,-0.916667,0,4,0
0.659,192.168.23.89,68.183.117.96,46,174,288,2032,129,88,5,44,0.848485,0,6,0
0.659,81.70.155.151,192.168.23.89,65,154,96,1597,89,60,6,42,-0.884615,0,5,0
0.658,192.168.23.89,199.19.56.1,231,401,93713,546,1,0,5,198,-0.0535329,0,16856,0
0.658,192.168.23.89,221.181.185.140,72,399,113686,2304,114,264,1,64,0.0535797,0,5136,0
0.658,180.180.123.227,192.168.23.89,134,233,793117,1797,181,60,10,85,-0.89011,0,5,0
0.658,178.62.6.215,192.168.23.89,85,1349,531,16,969,1345,5,62,0.371429,0,20,0
0.658,134.209.98.180,192.168.23.89,71,230,694,1861,171,60,6,49,-0.918919,0,4,0
0.658,200.24.80.13,192.168.23.89,70,217,474,1973,174,60,6,49,-0.887324,0,5,0
0.658,115.159.158.72,192.168.23.89,39,207,906,1809,252,60,4,25,-0.851852,0,6,0
0.657,192.168.23.89,199.19.57.1,166,390,97306,52,1,0,1,141,0.0615308,0,21314,0
0.657,192.168.23.89,52.212.95.89,206,275,64580,0,1806,0,1,206,0.0636171,0,4901,0
0.657,192.168.23.89,193.108.91.73,144,150,98259,40,1,0,2,143,-0.0635641,0,8433,0
0.657,192.168.23.89,205.251.199.25,21,124,322709,0,2553,0,1,21,0.0628247,0,26346,0
0.657,88.198.139.4,192.168.23.89,89,73,148329,7,1,73,7,44,-0.0318568,0,40148,1
0.657,192.168.23.89,156.154.103.3,27,384,258152,0,1,0,1,27,-0.0620494,0,60172,0
0.657,3.235.183.229,192.168.23.89,51,78,242,7,1,80,4,42,0.726027,0,10,0
0.657,148.70.129.112,192.168.23.89,85,275,857,1409,144,180,10,58,-0.960784,0,3,0
0.657,192.168.23.89,115.159.83.182,48,114,1180,552,1120,88,2,40,0.060241,0,88,0
0.656,66.185.123.247,192.168.23.89,68,74,173405,14,1,73,3,42,0.999884,0,2,0
0.656,37.9.71.222,192.168.23.89,44,73,327206,7,1,73,3,19,0.00217569,0,7342,2
0.656,128.199.152.105,192.168.23.89,69,233,1066056,1861,174,60,5,47,-0.833333,0,7,0
0.656,82.65.143.234,192.168.23.89,26,257,885,1977,137,60,3,17,-0.931034,0,4,0
0.656,42.200.78.78,192.168.23.89,77,215,1083,1913,161,60,8,53,-0.901235,0,5,0
0.656,103.233.0.121,192.168.23.89,71,215,345,1869,168,60,8,50,-0.898734,0,5,0
0.656,150.66.5.62,192.168.23.89,76,238,625,1861,160,60,9,50,-0.930435,0,4,0
0.656,145.102.6.100,192.168.23.89,26,74,346017,8,1,72,1,8,0,0.5,16,1
0.656,192.168.23.89,152.136.226.15,37,191,321,1560,216,88,3,33,-0.565217,0,15,0
0.656,115.159.83.182,192.168.23.89,52,150,3225,1365,1120,60,2,40,0.0645161,0,87,0
0.655,192.168.23.89,192.48.79.30,392,512,92130,0,1,0,2,392,0.0765648,0,24656,0
0.655,176.111.173.23,192.168.23.89,117,276,263068,402,1362,286,4,64,0.0697674,0,63,0
0.655,222.64.226.66,192.168.23.89,82,209,875,1977,146,60,7,57,-0.936842,0,4,0
0.655,138.68.58.124,192.168.23.89,68,231,348,2133,168,60,7,47,-0.907407,0,5,0
0.655,46.101.12.197,192.168.23.89,52,864,5,1241,1,905,18,15,0,0.0598291,0,332
0.655,3.237.28.133,192.168.23.89,58,78,198,7,1,80,5,47,0.507246,0,17,0
0.655,139.59.67.82,192.168.23.89,66,164,745,1909,149,60,6,47,-0.939394,0,4,0
0.654,162.158.76.135,192.168.23.89,24,70,259806,4,1,69,1,14,-0.0775369,0,76427,0
0.654,192.168.23.89,199.254.49.1,21,411,344851,52,1,0,1,16,0.0818624,0,158398,0
0.654,44.192.46.251,192.168.23.89,53,78,256,7,1,80,4,42,0.710526,0,11,0
0.654,218.4.159.46,192.168.23.89,137,265,1677,1513,590,180,6,109,-0.0746269,0,70,0
0.654,94.2.19.101,192.168.23.89,80,194,219,1913,155,60,13,56,-0.979798,0,3,0
0.654,49.233.189.73,192.168.23.89,77,225,720,1865,163,60,7,39,-0.948276,0,4,0
0.654,112.196.74.82,192.168.23.89,37,295,754,1685,5,60,3,20,0.0787172,0,178,0
0.654,164.90.198.71,192.168.23.89,82,189,268,1913,149,60,9,58,-0.913043,0,5,0
0.654,163.139.169.79,192.168.23.89,72,233,623,1853,169,60,7,45,-0.944444,0,4,0
0.654,173.242.116.219,192.168.23.89,89,176,525,1745,143,60,9,63,-0.913978,0,5,0
0.654,193.112.127.245,192.168.23.89,65,170,682,1337,147,60,6,41,-0.913043,0,5,0
0.653,192.168.23.89,116.202.188.157,21,105,117167,0,1840,0,1,21,-0.0845337,0,40997,0
0.653,74.11.125.192,192.168.23.89,21,86,531528,27,1,85,1,16,0.0814322,0,81425,0
0.653,3.236.219.225,192.168.23.89,33,80,66,11,1,84,1,22,0.483871,0,18,0
0.653,188.166.6.130,192.168.23.89,82,206,1217,1873,153,60,9,57,-0.916667,0,5,0
0.653,23.90.163.70,192.168.23.89,48,250,680,1981,146,60,7,31,-0.919192,0,5,0
0.653,167.71.230.67,192.168.23.89,75,224,122294,1789,164,60,9,52,-0.954023,0,4,0
0.653,130.61.255.187,192.168.23.89,83,193,384,1861,145,60,9,59,-0.917526,0,5,0
0.653,188.0.151.209,192.168.23.89,70,203,379,1865,173,60,8,49,-0.949153,0,4,0
0.653,187.75.209.161,192.168.23.89,69,235,1353,1825,178,60,6,46,-0.883721,0,6,0
0.653,152.136.101.207,192.168.23.89,67,246,783,1841,188,60,7,41,-0.950413,0,4,0
0.653,188.166.185.157,192.168.23.89,71,228,1166,1877,166,60,7,49,-0.885714,0,6,0
0.652,74.125.80.72,192.168.23.89,352,83,15600,95,900,87,19,200,0.0912398,0,1500,0
0.652,74.125.80.71,192.168.23.89,357,84,20999,9,300,87,19,233,0.0915152,0,1500,0
0.652,74.125.186.76,192.168.23.89,367,83,17999,87,300,87,14,226,0.0912398,0,1500,0
0.652,112.64.67.36,192.168.23.89,77,216,1084,1889,157,60,8,52,-0.92233,0,5,0
0.652,42.192.132.127,192.168.23.89,75,203,344,1873,160,60,8,53,-0.923077,0,5,0
0.652,106.12.215.238,192.168.23.89,54,293,1097,1817,196,60,4,44,-0.692308,0,12,0
0.652,103.106.250.25,192.168.23.89,69,220,550,1861,191,60,8,43,-0.957447,0,4,0
0.652,5.253.24.30,192.168.23.89,71,233,1128,1765,170,60,7,49,-0.925926,0,5,0
0.652,64.235.33.71,192.168.23.89,84,222,1560,1665,137,60,6,57,-0.89011,0,6,0
0.652,159.138.80.12,192.168.23.89,21,75,184651,3,343,76,1,17,-0.0926025,0,51089,0
0.651,23.132.96.222,192.168.23.89,110,74,83585,3,1,73,1,70,-0.0998364,0,31406,0
0.651,182.52.90.164,192.168.23.89,71,213,518,1757,172,60,11,46,-0.966387,0,4,0
0.651,3.236.98.144,192.168.23.89,52,78,260,7,1,80,4,42,0.527778,0,17,0
0.651,139.59.169.103,192.168.23.89,81,194,558,1873,155,60,9,57,-0.896907,0,6,0
0.651,112.217.225.59,192.168.23.89,75,225,627,1913,163,60,6,50,-0.931034,0,5,0
0.651,177.43.249.42,192.168.23.89,65,250,714,1633,201,60,9,40,-0.964497,0,4,0
0.651,176.58.119.66,192.168.23.89,33,76,124433,7,1,79,2,15,0,0,76235,3
0.651,125.5.215.20,192.168.23.89,69,233,1270,1889,173,60,6,47,-0.931034,0,5,0
0.651,181.129.14.218,192.168.23.89,78,205,417,1853,155,60,8,54,-0.927928,0,5,0
0.651,106.54.72.65,192.168.23.89,60,280,856,1929,222,60,6,35,-0.964072,0,4,0
0.651,164.77.117.10,192.168.23.89,69,201,311,2017,177,60,7,48,-0.932773,0,5,0
0.651,91.121.91.82,192.168.23.89,85,203,884010,1889,142,60,6,58,-0.894737,0,6,0
0.651,112.245.59.63,192.168.23.89,75,211,426,1869,169,60,6,50,-0.932203,0,5,0
0.651,3.236.9.33,192.168.23.89,53,78,245,7,1,80,4,42,0.527778,0,17,0
0.651,148.70.31.188,192.168.23.89,74,235,449,1905,168,60,6,48,-0.929825,0,5,0
0.651,192.168.23.89,139.155.2.6,48,151,271,1984,1227,88,2,38,-0.0947368,0,52,0
0.65,192.168.23.89,162.159.4.8,26,236,186218,0,20284,0,1,26,0.104205,0,50143,0
0.65,49.85.85.113,192.168.23.89,76,240,115973,1853,162,60,7,50,-0.93617,0,5,0
0.65,39.99.184.203,192.168.23.89,34,336,3529,1309,525,272,2,31,-0.0990991,0,61,0
0.65,192.168.23.89,182.253.119.50,42,341,659,1552,100,352,3,25,-0.0956522,0,63,0
0.65,181.48.120.220,192.168.23.89,103,167,478692,1861,106,60,12,79,-0.73913,0,11,0
0.65,189.1.163.101,192.168.23.89,67,236,1346,1825,176,60,8,45,-0.935484,0,5,0
0.65,151.81.198.113,192.168.23.89,73,238,1269,2069,161,60,8,50,-0.9,0,6,0
0.65,49.234.68.42,192.168.23.89,65,147,453,1253,190,60,7,45,-0.934066,0,5,0
0.65,64.105.199.74,192.168.23.89,21,76,603848,7,5,73,2,12,0.999977,0,3,0
0.649,172.217.46.2,192.168.23.89,416,83,21299,95,300,87,21,251,0.111852,0,1201,0
0.649,172.217.46.73,192.168.23.89,425,83,14400,22,300,87,22,247,0.111852,0,1201,0
0.649,74.125.186.73,192.168.23.89,405,83,23699,95,900,87,18,232,0.113333,0,1203,0
0.649,172.253.254.7,192.168.23.89,390,83,24299,25,300,87,22,219,0.111852,0,1202,0
0.649,74.125.186.8,192.168.23.89,416,83,19798,17,600,87,21,248,0.111852,0,1200,0
0.649,74.125.80.10,192.168.23.89,405,83,23999,95,1800,87,20,236,0.111852,0,1201,0
0.649,172.217.46.5,192.168.23.89,404,83,19558,11,300,87,27,225,0.112921,0,1203,0
0.649,172.217.46.3,192.168.23.89,373,83,25200,17,900,87,17,211,0.11037,0,1202,0
0.649,74.125.187.1,192.168.23.89,413,83,16198,30,600,87,20,215,0.111852,0,1201,0
0.649,74.125.187.7,192.168.23.89,404,83,13199,18,600,87,16,250,0.1107,0,1201,0
