Score,Source IP,Destination IP,Connections,Avg Bytes,Intvl Range,Size Range,Top Intvl,Top Size,Top Intvl Count,Top Size Count,Intvl Skew,Size Skew,Intvl Dispersion,Size Dispersion
0.765,206.189.234.238,192.168.23.89,52,1347,4195,16,785,1345,6,44,0.125,0,8,0
0.765,192.168.23.89,60.30.98.194,52,159,261,1240,176,88,5,49,-0.047619,0,11,0
0.765,192.168.23.89,107.170.99.119,43,220,260,1904,202,88,3,40,-0.142857,0,8,0
0.765,106.54.101.141,192.168.23.89,57,155,818,1493,189,60,4,43,-0.047619,0,11,0
0.764,192.168.23.89,157.230.128.135,72,211,788742,2296,158,88,7,68,0.25,0,5,0
0.764,192.168.23.89,95.79.45.205,55,192,177,1928,156,88,7,52,-0.25,0,5,0
0.764,192.168.23.89,159.203.173.26,27,303,337,1944,310,88,3,24,-0.25,0,5,0
0.764,192.168.23.89,178.62.253.153,41,226,230,1896,210,88,4,38,-0.25,0,5,0
0.764,192.168.23.89,81.4.110.236,47,220,32158,2076,193,88,4,44,-0.25,0,5,0
0.764,192.168.23.89,152.32.226.205,57,205,241,2256,150,88,5,51,0.25,0,5,0
0.764,192.168.23.89,42.192.132.127,53,200,179,1996,156,88,6,50,-0.25,0,5,0
0.764,192.168.23.89,182.61.43.33,83,175,126,1940,105,88,7,62,-0.25,0,5,0
0.764,120.92.166.166,192.168.23.89,74,227,1455,1801,129,60,8,64,-0.25,0,5,0
0.764,192.168.23.89,113.200.156.180,57,181,190,1804,140,88,6,54,-0.25,0,5,0
0.764,192.168.23.89,81.70.105.82,54,187,204,1580,167,88,6,40,-0.25,0,5,0
0.764,192.168.23.89,201.111.5.182,54,203,170993,2072,156,88,7,51,-0.25,0,5,0
0.764,96.92.243.169,192.168.23.89,36,16,15,40,1,0,8,24,-0.25,0,5,0
0.764,46.101.194.220,192.168.23.89,56,151,572,1977,135,60,6,47,0.25,0,5,0
0.764,192.168.23.89,195.29.51.134,33,177,660,1864,287,88,3,30,-0.25,0,5,0
0.764,192.168.23.89,157.245.4.113,46,178,162,2072,142,88,5,44,-0.25,0,5,0
0.763,192.168.23.89,117.35.118.42,55,180,306,1552,145,88,5,46,-0.125,0,9,0
0.763,192.168.23.89,74.120.170.183,23,342,1023,1984,329,88,2,20,-0.125,0,9,0
0.763,192.168.23.89,190.215.127.86,29,234,356,1416,174,88,4,26,0.157895,0,8,0
0.763,192.168.23.89,178.39.218.49,29,276,313,1840,288,88,3,26,-0.125,0,9,0
0.763,192.168.23.89,211.95.27.50,40,248,223,2164,169,88,3,37,-0.125,0,9,0
0.763,192.168.23.89,139.198.191.86,87,133,136,1336,96,88,8,82,0.157895,0,8,0
0.763,192.168.23.89,114.103.137.208,49,170,42,1840,190,88,4,44,-0.125,0,9,0
0.762,167.114.153.181,192.168.23.89,32,26,105906,40,1,0,4,17,0.230769,0,6,0
0.762,165.227.49.156,192.168.23.89,94,168,236562,2133,112,60,11,78,-0.333333,0,3,0
0.762,115.159.56.151,192.168.23.89,177,128,1240,1321,133,60,13,138,-0.230769,0,6,0
0.762,192.168.23.89,123.183.172.85,63,144,140,1192,131,88,5,59,0.230769,0,6,0
0.762,124.43.12.185,192.168.23.89,99,173,703,1929,118,60,14,73,-0.333333,0,3,0
0.762,159.75.113.136,192.168.23.89,144,138,583,1973,80,60,21,120,-0.333333,0,3,0
0.762,122.144.212.144,192.168.23.89,77,200,984,1913,147,60,6,55,-0.2,0,7,0
0.762,167.71.139.119,192.168.23.89,85,202,1151,1889,146,60,8,61,-0.230769,0,6,0
0.762,187.188.240.7,192.168.23.89,76,224,1191,2045,155,60,5,54,-0.2,0,7,0
0.762,192.168.23.89,138.197.157.206,32,150,291,1984,266,88,4,31,0.230769,0,6,0
0.762,106.13.139.79,192.168.23.89,120,137,482,1929,75,60,15,77,-0.333333,0,3,0
0.762,42.194.128.243,192.168.23.89,112,166,1010,1929,103,60,13,83,-0.333333,0,3,0
0.762,192.168.23.89,91.220.163.130,162,138,295311,2648,74,88,18,157,0.333333,0,3,0
0.762,49.235.231.187,192.168.23.89,99,124,189,1745,61,60,13,85,0.333333,0,3,0
0.762,182.75.115.59,192.168.23.89,90,175,519,1749,127,60,12,72,-0.333333,0,3,0
0.762,121.4.138.185,192.168.23.89,118,154,212,1869,78,60,12,94,-0.333333,0,3,0
0.762,66.185.123.242,192.168.23.89,28,78,13,15,3,73,1,12,0,-0.272727,1,4
0.762,45.230.147.107,192.168.23.89,75,200,252,1929,155,60,7,54,-0.230769,0,6,0
0.762,49.234.224.88,192.168.23.89,56,177,732,1853,96,60,8,46,-0.333333,0,3,0
0.762,81.71.19.202,192.168.23.89,55,184,941,1693,130,60,6,43,-0.333333,0,3,0
0.762,49.235.29.185,192.168.23.89,62,176,217,1937,170,60,5,46,-0.2,0,7,0
0.762,190.89.144.18,192.168.23.89,60,179,1166,1853,162,60,9,46,-0.333333,0,3,0
0.762,124.239.153.215,192.168.23.89,55,149,1406,1853,159,60,8,47,-0.333333,0,3,0
0.762,121.204.148.63,192.168.23.89,50,137,204,1285,147,60,7,47,0.333333,0,3,0
0.762,140.249.222.242,192.168.23.89,52,159,1279,1697,160,60,9,46,0.333333,0,3,0
0.762,119.45.5.55,192.168.23.89,56,182,800,1905,84,60,8,44,0.333333,0,3,0
0.762,51.68.122.155,192.168.23.89,50,137,985,1285,130,60,10,47,0.333333,0,3,0
0.762,128.199.213.194,192.168.23.89,51,117,671,1493,130,60,6,48,-0.333333,0,3,0
0.762,203.176.78.120,192.168.23.89,53,114,251,1077,62,60,9,32,-0.333333,0,3,0
0.762,121.5.60.195,192.168.23.89,47,201,432,1745,222,60,4,31,-0.2,0,7,0
0.761,95.79.45.205,192.168.23.89,77,215,645,1889,156,60,7,55,-0.272727,0,5,0
0.761,158.69.58.33,192.168.23.89,30,80,415641,18,1,80,2,21,0.333333,0,3,0
0.761,190.104.254.196,192.168.23.89,25,1347,247,16,715,1345,3,21,-0.25,0,5,0
0.761,192.168.23.89,112.217.225.59,50,217,176,2164,165,88,5,47,0.333333,0,3,0
0.761,192.168.23.89,161.35.53.202,58,193,155,2072,148,88,8,55,-0.333333,0,3,0
0.761,192.168.23.89,174.138.40.185,61,187,153,2032,144,88,7,58,-0.333333,0,3,0
0.761,192.168.23.89,106.75.70.231,56,177,307,1768,148,88,8,53,0.333333,0,3,0
0.761,134.209.32.178,192.168.23.89,72,220,315,1917,162,60,6,51,-0.272727,0,5,0
0.761,192.168.23.89,117.50.84.153,44,199,946,1756,153,88,5,41,0.333333,0,3,0
0.761,192.168.23.89,167.172.156.12,71,146,260549,2072,131,88,9,69,-0.333333,0,3,0
0.761,192.168.23.89,45.119.126.59,52,211,261466,2176,165,88,7,49,0.333333,0,3,0
0.761,192.168.23.89,42.200.78.78,53,204,186,2124,161,88,8,50,-0.333333,0,3,0
0.761,192.168.23.89,103.233.0.121,50,217,184,2164,168,88,8,47,0.333333,0,3,0
0.761,192.168.23.89,106.12.185.16,58,181,167,1864,146,88,7,55,-0.333333,0,3,0
0.761,206.189.160.233,192.168.23.89,72,239,1916,2133,153,60,7,50,-0.272727,0,5,0
0.761,104.248.79.138,192.168.23.89,77,233,1238,2185,157,60,9,55,-0.272727,0,5,0
0.761,192.168.23.89,122.51.229.116,54,183,179,2176,164,88,8,51,0.333333,0,3,0
0.761,192.168.23.89,128.199.121.144,57,159,150,2032,121,88,7,55,0.333333,0,3,0
0.761,192.168.23.89,49.233.160.217,41,207,216,1680,206,88,6,34,0.333333,0,3,0
0.761,192.168.23.89,62.11.176.74,22,281,569,1364,379,88,4,13,0.333333,0,3,0
0.761,157.245.39.243,192.168.23.89,89,201,165566,1853,137,60,6,64,-0.272727,0,5,0
0.761,192.168.23.89,101.32.116.215,53,197,183,1940,158,88,8,50,0.333333,0,3,0
0.761,192.168.23.89,93.48.88.51,62,181,154,1940,136,88,7,59,0.333333,0,3,0
0.761,192.168.23.89,51.195.101.173,63,183,153,1996,138,88,9,60,0.333333,0,3,0
0.761,192.168.23.89,104.248.181.156,90,155,176,2028,84,88,13,87,0.333333,0,3,0
0.761,91.205.128.170,192.168.23.89,79,211,1164,1861,143,60,6,57,-0.272727,0,5,0
0.761,192.168.23.89,120.70.98.132,48,208,188,1952,167,88,6,45,0.333333,0,3,0
0.761,192.168.23.89,101.78.9.237,53,467,281750,2032,163,352,10,50,-0.333333,0,3,0
0.761,192.168.23.89,42.192.123.234,94,154,116,1856,97,88,11,83,0.333333,0,3,0
0.761,106.13.105.97,192.168.23.89,93,181,371,1949,127,60,7,50,-0.272727,0,5,0
0.761,192.168.23.89,42.194.148.133,49,100,198,632,115,88,7,48,0.333333,0,3,0
0.761,192.168.23.89,167.99.155.36,27,88,154,0,145,88,4,27,-0.333333,0,3,0
0.761,192.168.23.89,123.31.41.13,47,136,147,2164,146,88,7,45,-0.333333,0,3,0
0.761,1.229.255.120,192.168.23.89,57,178,444,1853,172,60,6,46,-0.272727,0,5,0
0.761,192.168.23.89,201.151.6.30,48,130,163,2052,145,88,11,46,0.333333,0,3,0
0.761,192.168.23.89,35.185.181.123,49,100,9927,632,143,88,8,48,0.333333,0,3,0
0.761,192.168.23.89,106.255.246.90,49,136,924,1732,166,88,7,47,0.333333,0,3,0
0.761,192.168.23.89,121.204.148.63,47,88,164,0,147,88,7,47,0.333333,0,3,0
0.761,192.168.23.89,152.136.21.122,45,356,202,208,195,352,6,44,0.333333,0,3,0
0.761,192.168.23.89,81.68.155.143,36,132,272,472,250,88,7,28,-0.333333,0,3,0
0.761,192.168.23.89,51.68.122.155,47,88,129,0,130,88,10,47,0.333333,0,3,0
0.761,192.168.23.89,82.196.113.78,49,100,19,632,141,88,7,48,0.333333,0,3,0
0.761,192.168.23.89,52.178.155.67,47,434,903,2124,167,352,5,45,0.333333,0,3,0
0.761,192.168.23.89,121.4.81.49,46,190,909,1940,170,88,7,38,0.333333,0,3,0
0.761,192.168.23.89,142.4.214.151,49,102,738,712,117,88,8,48,-0.333333,0,3,0
0.761,121.4.70.7,192.168.23.89,56,155,825,1853,160,60,5,42,0.272727,0,5,0
0.761,192.168.23.89,101.255.81.91,45,178,180,2032,166,88,6,43,-0.333333,0,3,0
0.76,192.168.23.89,119.29.91.228,35,263,261,1772,233,88,4,21,-0.272727,0,5,0
0.76,192.168.23.89,103.89.176.74,55,221,210,2164,135,88,3,43,0.0434783,0,12,0
0.76,201.111.5.182,192.168.23.89,75,217,171130,2149,156,60,8,54,-0.176471,0,8,0
0.76,121.4.73.38,192.168.23.89,58,168,608,1409,167,60,4,45,-0.176471,0,8,0
0.76,192.168.23.89,35.199.97.42,47,114,120,632,161,88,4,45,0.111111,0,10,0
0.76,45.149.77.27,192.168.23.89,61,173,1179,2017,166,60,4,46,-0.111111,0,10,0
0.76,191.100.30.245,192.168.23.89,31,216,869,1861,167,60,4,23,-0.272727,0,5,0
0.76,192.168.23.89,176.53.182.138,48,122,588,1640,154,88,6,47,0.272727,0,5,0
0.759,74.91.124.217,192.168.23.89,75,1005,333371,74298,1,0,8,51,0.285714,0,5,0
0.758,37.187.228.10,192.168.23.89,25,22,47,40,1,0,5,15,0.285714,0,5,0
0.758,192.168.23.89,49.248.84.138,48,270,107601,2076,175,176,5,45,0.285714,0,5,0
0.758,49.234.178.175,192.168.23.89,52,139,1185,1285,161,60,6,43,0.285714,0,5,0
0.756,192.168.23.89,51.91.111.73,50,209,196,2124,174,88,7,47,0.333333,0,4,0
0.756,45.79.188.225,192.168.23.89,29,12,15,40,1,0,5,21,-0.333333,0,4,0
0.756,192.168.23.89,115.159.56.151,140,104,524,936,133,88,14,135,-0.333333,0,4,0
0.756,192.168.23.89,123.58.216.197,50,221,231,2284,168,88,5,45,0.333333,0,4,0
0.756,116.52.1.211,192.168.23.89,82,161,814,1513,146,60,13,58,-0.333333,0,4,0
0.756,192.168.23.89,139.59.169.103,57,198,176,2164,155,88,7,54,-0.333333,0,4,0
0.756,192.168.23.89,5.253.25.44,49,212,189,2032,170,88,7,46,0.333333,0,4,0
0.756,120.48.31.123,192.168.23.89,93,195,870,1869,121,60,8,48,-0.333333,0,4,0
0.756,103.219.112.63,192.168.23.89,95,182,465224,1285,132,60,10,69,-0.333333,0,4,0
0.756,192.168.23.89,81.69.25.239,45,212,222,1916,201,88,5,39,-0.333333,0,4,0
0.756,192.168.23.89,43.254.153.79,45,169,732,1192,181,88,8,41,0.333333,0,4,0
0.756,192.168.23.89,152.136.252.134,45,236,222,1984,186,88,5,34,0.333333,0,4,0
0.756,192.168.23.89,134.175.111.215,67,172,141,1940,111,88,7,60,0.333333,0,4,0
0.756,120.48.22.116,192.168.23.89,118,171,1925,1418,88,60,13,73,-0.333333,0,4,0
0.756,86.105.212.78,192.168.23.89,82,210,1112,1977,143,60,13,59,-0.333333,0,4,0
0.756,104.131.172.37,192.168.23.89,76,224,842,1941,154,60,5,54,-0.230769,0,7,0
0.756,192.168.23.89,174.138.6.46,32,265,292,1896,281,88,4,29,0.230769,0,7,0
0.756,192.168.23.89,109.232.109.58,40,232,231,1944,217,88,4,37,0.230769,0,7,0
0.756,192.168.23.89,42.194.198.187,74,149,122,1716,108,88,7,65,0.333333,0,4,0
0.756,192.168.23.89,49.232.31.85,58,195,200,1980,141,88,4,49,-0.230769,0,7,0
0.756,49.233.63.23,192.168.23.89,101,171,414,1853,111,60,14,69,0.230769,0,7,0
0.756,192.99.137.226,192.168.23.89,24,23,562227,40,1,0,4,15,0.333333,0,4,0
0.756,192.168.23.89,115.159.158.72,29,197,665,1812,252,88,4,25,0.333333,0,4,0
0.756,192.168.23.89,147.135.133.88,25,172,139,2124,133,88,3,24,-0.333333,0,4,0
0.756,192.168.23.89,188.131.163.236,42,184,823,1764,212,88,5,36,0.333333,0,4,0
0.756,147.135.133.88,192.168.23.89,33,174,397,1957,135,60,4,25,0.333333,0,4,0
0.756,192.168.23.89,185.47.65.30,47,162,387,1776,196,88,4,45,-0.1,0,11,0
0.756,192.241.220.30,192.168.23.89,33,69,379583,164,3,40,4,21,0.130435,0,10,0
0.756,192.168.23.89,81.68.105.55,48,89,168,88,143,88,4,47,0.2,0,8,0
0.756,101.89.143.15,192.168.23.89,57,153,1545,1853,166,60,4,47,-0.230769,0,7,0
0.756,192.168.23.89,191.100.30.245,24,162,187,1784,165,88,4,23,0.333333,0,4,0
0.756,185.194.49.132,192.168.23.89,52,148,236,1509,143,60,6,47,0.333333,0,4,0
0.756,181.188.134.133,192.168.23.89,60,200,1350,1861,179,60,5,45,-0.333333,0,4,0
0.756,212.83.144.11,192.168.23.89,56,146,665,1873,140,60,8,47,-0.333333,0,4,0
0.756,192.168.23.89,128.199.148.20,48,101,644,632,166,88,7,47,0.333333,0,4,0
0.756,192.168.23.89,117.50.60.36,43,197,217,1944,207,88,6,38,0.333333,0,4,0
0.756,192.168.23.89,113.65.231.40,45,153,142,1940,125,88,6,37,0.333333,0,4,0
0.756,81.70.42.95,192.168.23.89,54,214,1071,1449,216,60,5,32,-0.333333,0,4,0
0.755,96.69.13.140,192.168.23.89,73,238,715,1969,143,60,6,62,-0.272727,0,6,0
0.755,80.249.84.99,192.168.23.89,79,192,320,1809,151,60,7,57,-0.272727,0,6,0
0.755,192.168.23.89,223.197.186.7,53,461,196,2164,165,352,6,50,-0.333333,0,4,0
0.755,119.45.175.143,192.168.23.89,57,145,317,1725,142,60,5,47,0.272727,0,6,0
0.754,192.168.23.89,120.92.79.133,48,431,242,1496,173,352,4,45,0.142857,0,10,0
0.753,192.168.23.89,103.130.214.77,44,197,216,1940,192,88,4,41,0.285714,0,6,0
0.753,192.168.23.89,119.45.156.93,48,239,178,2256,161,88,5,38,0.285714,0,6,0
0.753,192.168.23.89,125.60.148.184,40,189,506,1568,217,72,3,37,-0.0833333,0,12,0
0.753,192.168.23.89,42.194.218.74,46,219,224,1852,182,88,5,37,0.25,0,7,0
0.753,92.80.217.82,192.168.23.89,75,205,714,1929,162,60,5,53,-0.25,0,7,0
0.753,210.12.27.226,192.168.23.89,75,195,1463,1861,159,60,7,53,-0.25,0,7,0
0.753,192.168.23.89,106.58.175.97,43,238,216,2164,191,88,4,40,0.285714,0,6,0
0.753,192.168.23.89,67.207.87.105,47,88,222,0,173,88,4,47,0.25,0,7,0
0.752,191.96.202.9,192.168.23.89,285,821,273460,77894,1,0,64,185,0.428571,0,2,0
0.752,192.168.23.89,51.68.71.178,51,218,210,2244,162,88,4,47,-0.157895,0,10,0
0.752,192.168.23.89,154.8.151.45,40,237,381,1720,210,88,3,27,0.157895,0,10,0
0.752,220.164.250.31,192.168.23.89,60,166,1443,1605,177,60,4,42,-0.222222,0,8,0
0.751,165.227.76.114,192.168.23.89,44,703,424219,264,1,696,7,7,0,0.111111,0,12
0.751,68.169.77.158,192.168.23.89,21,75,863008,13,1,73,1,10,0,0,12,3
0.751,183.136.223.226,192.168.23.89,179,190,906704,1873,121,60,15,124,-0.333333,0,5,0
0.751,156.154.85.146,192.168.23.89,83,78,173417,11,1,73,12,31,0,-0.4,0,3
0.751,92.61.243.178,192.168.23.89,70,78,141844,15,1,73,9,26,0,-0.4,0,3
0.751,192.168.23.89,167.114.185.237,48,215,205,2072,181,88,4,45,0.230769,0,8,0
0.751,82.193.96.27,192.168.23.89,28,106,173441,20,1,101,4,8,0,-0.4,0,3
0.751,138.68.251.176,192.168.23.89,50,139,501,1389,152,60,10,47,0.428571,0,2,0
0.751,203.113.111.18,192.168.23.89,31,78,496323,8,1,80,4,24,0.428571,0,2,0
0.75,139.59.38.252,192.168.23.89,95,1320,4206,1153,873,1345,5,71,0.0833333,0,12,0
0.75,81.71.119.159,192.168.23.89,80,208,974,1861,153,60,7,57,-0.2,0,9,0
0.75,192.168.23.89,51.38.51.198,60,194,251879,2124,145,88,7,57,0.333333,0,5,0
0.75,192.168.23.89,134.209.32.178,51,212,186,2124,162,88,6,48,0.333333,0,5,0
0.75,192.168.23.89,139.199.4.191,43,225,553,1864,185,88,5,36,-0.333333,0,5,0
0.75,192.168.23.89,88.157.229.58,55,196,173,1996,150,88,7,52,0.333333,0,5,0
0.75,192.168.23.89,111.231.116.149,76,185,62497,2300,115,88,10,61,0.4,0,3,0
0.75,192.168.23.89,102.164.61.237,50,200,253393,1932,181,88,6,47,-0.333333,0,5,0
0.75,192.168.23.89,115.60.63.161,39,179,482,1192,198,88,3,36,0.037037,0,14,0
0.75,192.168.23.89,58.33.160.139,40,182,387,1912,170,88,5,38,-0.333333,0,5,0
0.75,192.168.23.89,161.35.222.165,44,174,210,1908,204,88,5,42,0.333333,0,5,0
0.75,218.29.196.186,192.168.23.89,57,177,1235,1873,162,60,7,45,-0.333333,0,5,0
0.75,132.232.88.59,192.168.23.89,60,151,1376,1333,6,60,5,35,0.037037,0,14,0
0.75,192.168.23.89,161.35.138.131,47,131,157,2060,125,88,5,46,0.333333,0,5,0
0.75,192.168.23.89,49.234.178.175,47,95,203,88,161,88,6,43,0.333333,0,5,0
0.749,3.238.97.213,192.168.23.89,32,80,64,11,1,84,4,22,-0.176471,0,10,0
0.749,192.168.23.89,183.15.178.242,26,399,247,704,210,352,2,24,0.272727,0,7,0
0.749,3.236.225.188,192.168.23.89,32,80,74,11,1,84,4,22,-0.176471,0,10,0
0.749,3.238.254.141,192.168.23.89,33,80,75,11,1,84,4,22,-0.176471,0,10,0
0.749,3.233.221.119,192.168.23.89,32,80,76,11,1,84,4,22,-0.176471,0,10,0
0.749,180.95.183.214,192.168.23.89,51,258,762,1465,193,60,3,38,-0.142857,0,11,0
0.749,192.168.23.89,180.95.183.214,41,178,242,1600,213,88,3,38,0.176471,0,10,0
0.748,103.100.208.30,192.168.23.89,73,1352,2579,132,1105,1345,6,60,-0.230769,0,8,0
0.748,161.35.222.165,192.168.23.89,60,212,957,1509,204,60,5,42,-0.25,0,8,0
0.748,152.136.114.118,192.168.23.89,57,156,873,1301,173,60,4,38,-0.0833333,0,13,0
0.748,192.168.23.89,45.149.77.27,48,154,265,1728,152,88,3,45,0.25,0,8,0
0.747,97.113.95.12,192.168.23.89,93051,1879,57537,16306376,15,725,67014,22809,0,-0.333333,0,52
0.747,192.168.23.89,58.209.87.35,45,163,205,1192,174,88,4,37,0.222222,0,9,0
0.747,192.168.23.89,161.35.118.14,30,284,304,1984,284,88,4,27,-0.285714,0,7,0
0.747,192.168.23.89,106.54.101.141,49,148,48,1892,182,88,4,43,-0.222222,0,9,0
0.747,192.168.23.89,118.27.103.147,95,109,189655,2072,115,88,8,94,-0.222222,0,9,0
0.746,192.168.23.89,106.75.61.147,64,196,1018622,1820,154,88,9,60,0.428571,0,3,0
0.746,69.202.236.184,192.168.23.89,561,11,84575,44,8,0,141,420,-0.333333,0,6,0
0.746,192.168.23.89,81.68.253.19,52,178,195,1724,164,88,6,46,0.428571,0,3,0
0.746,167.172.156.12,192.168.23.89,86,161,260662,2045,131,60,10,71,-0.428571,0,3,0
0.746,150.138.118.252,192.168.23.89,97,170,413,1877,119,60,14,76,-0.428571,0,3,0
0.746,92.61.243.226,192.168.23.89,107,78,173420,11,1,73,12,39,0,-0.4,0,4
0.746,192.168.23.89,123.207.206.232,92,117,1021,984,236,88,13,88,0.428571,0,3,0
0.746,156.154.85.145,192.168.23.89,108,79,173415,12,1,73,13,34,0,-0.4,0,4
0.746,192.168.23.89,173.242.116.219,63,181,175,2032,143,88,9,60,0.428571,0,3,0
0.746,195.29.102.42,192.168.23.89,62,261,833,1801,164,60,10,52,-0.428571,0,3,0
0.746,192.168.23.89,120.202.27.64,67,175,141,1996,125,88,8,64,0.428571,0,3,0
0.746,192.168.23.89,157.245.95.210,48,104,137,800,134,88,6,47,-0.428571,0,3,0
0.746,157.245.95.210,192.168.23.89,51,122,952,1649,133,60,6,48,-0.428571,0,3,0
0.746,192.168.23.89,212.83.144.11,47,132,541,2088,140,88,8,46,-0.428571,0,3,0
0.746,106.13.168.180,192.168.23.89,55,194,969,1913,204,60,4,34,-0.157895,0,11,0
0.746,192.168.23.89,188.166.23.215,48,131,238,2076,141,88,8,47,0.428571,0,3,0
0.746,192.168.23.89,139.59.67.82,48,213,690,2032,150,88,6,45,0.428571,0,3,0
0.745,51.222.29.122,192.168.23.89,22,20,13,40,2,0,6,14,0.5,0,1,0
0.745,136.175.200.167,192.168.23.89,55,18035,620659,852020,1,0,6,33,0.333333,0,6,0
0.745,51.81.106.131,192.168.23.89,28,78,11,7,1,80,2,21,0.5,0,1,0
0.745,144.172.73.10,192.168.23.89,149,15,400949,40,1,0,33,101,0.5,0,1,0
0.745,192.168.23.89,139.186.69.17,49,211,205,2004,170,88,4,41,-0.333333,0,6,0
0.745,192.168.23.89,120.133.136.75,122,145,241,1872,61,88,16,105,0.4,0,4,0
0.745,51.81.151.151,192.168.23.89,24,10,5277,40,1,0,9,18,0.5,0,1,0
0.745,192.168.23.89,101.231.146.36,88,151,255,1816,103,88,6,83,-0.263158,0,8,0
0.745,51.89.1.56,192.168.23.89,39,15,13,40,1,0,10,27,0.5,0,1,0
0.745,192.168.23.89,91.176.33.231,54,197,197,1996,165,88,5,51,-0.333333,0,6,0
0.745,192.168.23.89,186.101.233.58,49,203,224,2044,163,88,5,46,0.333333,0,6,0
0.745,192.168.23.89,103.215.230.71,44,494,218,2256,190,352,6,41,0.428571,0,3,0
0.745,76.124.61.198,192.168.23.89,36,17,22,40,1,0,10,24,0.5,0,1,0
0.745,192.168.23.89,159.75.23.31,46,227,197,2164,172,88,5,42,0.4,0,4,0
0.745,191.96.202.191,192.168.23.89,36,23,70417,40,1,0,10,21,0.5,0,1,0
0.745,192.168.23.89,164.132.157.32,46,197,63068,1804,220,80,4,43,-0.333333,0,6,0
0.745,192.168.23.89,119.45.175.143,48,130,161,1980,142,88,5,46,0.333333,0,6,0
0.745,192.168.23.89,27.223.99.130,48,165,1212,468,170,156,6,47,0.428571,0,3,0
0.745,116.98.168.63,192.168.23.89,38,128,1233,1172,1,60,11,25,0.5,0,1,0
0.745,118.121.62.53,192.168.23.89,59,155,534,1553,8,60,4,37,-0.333333,0,6,0
0.745,192.168.23.89,121.4.70.7,47,145,180,2072,160,88,5,41,0.4,0,4,0
0.744,192.168.23.89,81.70.218.215,43,476,227,1808,199,352,5,37,-0.4,0,4,0
0.743,165.227.134.1,192.168.23.89,48,217,1379,2227,1321,60,4,34,-0.142857,0,12,0
0.742,118.25.125.187,192.168.23.89,53,189,15211,1553,192,60,5,38,-0.25,0,9,0
0.742,170.106.5.200,192.168.23.89,61,210,459,2045,152,60,6,45,-0.384615,0,5,0
0.741,213.179.204.211,192.168.23.89,51,17,1717,40,1,0,9,34,0.454545,0,3,0
0.741,192.168.23.89,95.85.33.224,32,214,294,2024,264,88,5,30,0.454545,0,3,0
0.74,175.6.76.71,192.168.23.89,99,171,381,1141,122,60,9,63,-0.294118,0,8,0
0.74,192.168.23.89,209.97.145.173,52,206,859,2072,148,88,7,49,0.428571,0,4,0
0.74,192.168.23.89,160.124.157.76,23,329,396,1852,384,88,3,20,0.130435,0,13,0
0.74,192.168.23.89,187.75.209.161,47,219,252,2164,178,88,6,43,0.428571,0,4,0
0.74,192.168.23.89,45.55.189.252,45,219,216,1984,191,88,5,42,-0.428571,0,4,0
0.74,192.168.23.89,200.24.80.13,49,212,193,2032,174,88,6,46,-0.428571,0,4,0
0.74,192.168.23.89,174.138.24.42,49,142,380,2032,131,88,6,47,-0.428571,0,4,0
0.74,201.151.6.30,192.168.23.89,55,150,147,1925,145,60,12,47,-0.428571,0,4,0
0.74,170.246.131.7,192.168.23.89,624,10,319,40,1,0,106,467,0.5,0,2,0
0.74,192.168.23.89,177.69.237.60,45,131,747,1944,198,88,6,44,0.428571,0,4,0
0.739,84.3.59.133,192.168.23.89,76,118,755800,1913,51,60,14,68,0.5,0,2,0
0.739,92.190.177.39,192.168.23.89,80,1208,2782,16,1021,1205,4,65,-0.12,0,13,0
0.739,152.136.137.62,192.168.23.89,98,188,665,2017,91,60,7,54,0.2,0,11,0
0.739,192.168.23.89,175.6.76.71,72,180,158,2032,122,88,8,61,0.4,0,5,0
0.739,192.168.23.89,159.75.113.136,116,150,258,2472,80,88,20,111,0.5,0,2,0
0.739,192.168.23.89,89.17.133.240,119,145,144,2084,64,88,16,110,0.5,0,2,0
0.739,112.78.188.194,192.168.23.89,89,171,506,1889,134,60,11,68,-0.4,0,5,0
0.739,178.128.208.128,192.168.23.89,72,218,582,2017,165,60,9,51,-0.4,0,5,0
0.739,64.227.50.225,192.168.23.89,80,217,1020,2149,147,60,7,58,-0.4,0,5,0
0.739,192.168.23.89,104.211.77.169,48,487,201,2164,172,352,5,45,0.4,0,5,0
0.739,192.168.23.89,120.92.210.203,48,211,236,1940,165,88,3,37,-0.166667,0,12,0
0.739,192.168.23.89,119.45.177.140,46,226,362,2388,185,88,9,32,-0.5,0,2,0
0.739,192.168.23.89,91.144.20.198,61,157,160,1416,149,88,12,58,-0.5,0,2,0
0.739,192.168.23.89,150.158.161.245,32,217,292,1456,256,88,4,23,0.5,0,2,0
0.739,192.168.23.89,106.75.214.198,49,212,211,2164,179,88,4,46,-0.333333,0,7,0
0.739,192.168.23.89,222.127.97.91,61,187,194,2032,137,88,8,58,0.4,0,5,0
0.739,50.115.168.140,192.168.23.89,115,158,569,2021,77,60,19,94,-0.5,0,2,0
0.739,189.79.193.173,192.168.23.89,50,111,728,1285,122,60,10,48,0.5,0,2,0
0.739,192.168.23.89,189.79.193.173,48,88,127,0,122,88,9,48,0.5,0,2,0
0.739,192.168.23.89,138.68.251.176,47,88,389,0,152,88,9,47,0.5,0,2,0
0.739,192.168.23.89,210.178.94.227,46,128,163,2024,82,84,12,45,0.5,0,2,0
0.739,192.168.23.89,154.8.224.155,48,159,570,2084,148,88,7,42,0.4,0,5,0
